ID_Registro,Fecha,Autodescarga_Porcentaje,Capacidad_MWh,Perdida_MWh,Temperatura_Ambiente_C,Configuracion_BESS,Estado_Sistema
366,2001-01-01,0.0271,100,2.678,33.2,BESS_100MWh,Operativo
367,2001-01-02,0.019,100,1.9,17.9,BESS_100MWh,Operativo
368,2001-01-03,0.0264,100,2.617,28.4,BESS_100MWh,Operativo
369,2001-01-04,0.011,100,1.111,11.7,BESS_100MWh,Operativo
370,2001-01-05,0.0281,100,2.794,24.2,BESS_100MWh,Operativo
371,2001-01-06,0.0295,100,2.929,26.5,BESS_100MWh,Operativo
372,2001-01-07,0.0177,100,1.8,1.4,BESS_100MWh,Operativo
373,2001-01-08,0.0225,100,2.226,30.8,BESS_100MWh,Operativo
374,2001-01-09,0.0106,100,1.063,15.1,BESS_100MWh,Operativo
375,2001-01-10,0.025,100,2.483,27.7,BESS_100MWh,Operativo
376,2001-01-11,0.0126,100,1.257,24.3,BESS_100MWh,Operativo
377,2001-01-12,0.0171,100,1.71,17.5,BESS_100MWh,Operativo
378,2001-01-13,0.0221,100,2.219,15.2,BESS_100MWh,Operativo
379,2001-01-14,0.0292,100,2.94,12.0,BESS_100MWh,Operativo
380,2001-01-15,0.0179,100,1.816,7.7,BESS_100MWh,Operativo
381,2001-01-16,0.0105,100,1.061,12.5,BESS_100MWh,Operativo
382,2001-01-17,0.0277,100,2.757,23.8,BESS_100MWh,Operativo
383,2001-01-18,0.0184,100,1.83,23.7,BESS_100MWh,Operativo
384,2001-01-19,0.0257,100,2.558,26.0,BESS_100MWh,Operativo
385,2001-01-20,0.0176,100,1.752,22.6,BESS_100MWh,Operativo
386,2001-01-21,0.0136,100,1.338,33.2,BESS_100MWh,Operativo
387,2001-01-22,0.0281,100,2.785,28.8,BESS_100MWh,Operativo
388,2001-01-23,0.0215,100,2.152,18.0,BESS_100MWh,Operativo
389,2001-01-24,0.011,100,1.103,17.1,BESS_100MWh,Operativo
390,2001-01-25,0.0225,100,2.262,13.0,BESS_100MWh,Operativo
391,2001-01-26,0.0183,100,1.856,6.5,BESS_100MWh,Operativo
392,2001-01-27,0.0123,100,1.254,0.8,BESS_100MWh,Operativo
393,2001-01-28,0.0239,100,2.398,17.0,BESS_100MWh,Operativo
394,2001-01-29,0.029,100,2.94,6.3,BESS_100MWh,Operativo
395,2001-01-30,0.0287,100,2.856,24.1,BESS_100MWh,Operativo
396,2001-01-31,0.0238,100,2.371,22.8,BESS_100MWh,Operativo
397,2001-02-01,0.0263,100,2.639,17.1,BESS_100MWh,Operativo
398,2001-02-02,0.0155,100,1.574,3.9,BESS_100MWh,Operativo
399,2001-02-03,0.0107,100,1.076,12.0,BESS_100MWh,Operativo
400,2001-02-04,0.0235,100,2.369,11.5,BESS_100MWh,Operativo
401,2001-02-05,0.0171,100,1.685,33.9,BESS_100MWh,Operativo
402,2001-02-06,0.0224,100,2.255,14.9,BESS_100MWh,Operativo
403,2001-02-07,0.0278,100,2.795,14.2,BESS_100MWh,Operativo
404,2001-02-08,0.0187,100,1.871,21.0,BESS_100MWh,Operativo
405,2001-02-09,0.0185,100,1.839,24.2,BESS_100MWh,Operativo
406,2001-02-10,0.0155,100,1.532,29.4,BESS_100MWh,Operativo
407,2001-02-11,0.0242,100,2.403,28.8,BESS_100MWh,Operativo
408,2001-02-12,0.0173,100,1.723,26.6,BESS_100MWh,Operativo
409,2001-02-13,0.0289,100,2.903,14.8,BESS_100MWh,Operativo
410,2001-02-14,0.018,100,1.787,27.3,BESS_100MWh,Operativo
411,2001-02-15,0.0283,100,2.816,24.3,BESS_100MWh,Operativo
412,2001-02-16,0.0296,100,2.943,24.6,BESS_100MWh,Operativo
413,2001-02-17,0.0115,100,1.149,19.0,BESS_100MWh,Operativo
414,2001-02-18,0.0281,100,2.825,13.1,BESS_100MWh,Operativo
415,2001-02-19,0.0205,100,2.067,11.3,BESS_100MWh,Operativo
416,2001-02-20,0.0238,100,2.354,31.6,BESS_100MWh,Operativo
417,2001-02-21,0.0187,100,1.857,28.0,BESS_100MWh,Operativo
418,2001-02-22,0.0177,100,1.779,15.6,BESS_100MWh,Operativo
419,2001-02-23,0.0145,100,1.457,16.9,BESS_100MWh,Operativo
420,2001-02-24,0.0204,100,2.045,16.7,BESS_100MWh,Operativo
421,2001-02-25,0.0111,100,1.108,19.1,BESS_100MWh,Operativo
422,2001-02-26,0.0238,100,2.402,12.1,BESS_100MWh,Operativo
423,2001-02-27,0.0238,100,2.378,20.1,BESS_100MWh,Operativo
424,2001-02-28,0.0145,100,1.436,29.5,BESS_100MWh,Operativo
425,2001-03-01,0.0261,100,2.601,24.3,BESS_100MWh,Operativo
426,2001-03-02,0.0238,100,2.398,11.2,BESS_100MWh,Operativo
427,2001-03-03,0.0139,100,1.387,25.1,BESS_100MWh,Operativo
428,2001-03-04,0.0153,100,1.524,24.5,BESS_100MWh,Operativo
429,2001-03-05,0.0201,100,2.039,5.0,BESS_100MWh,Operativo
430,2001-03-06,0.0111,100,1.102,23.7,BESS_100MWh,Operativo
431,2001-03-07,0.028,100,2.779,27.4,BESS_100MWh,Operativo
432,2001-03-08,0.0183,100,1.845,12.9,BESS_100MWh,Operativo
433,2001-03-09,0.0244,100,2.412,31.9,BESS_100MWh,Operativo
434,2001-03-10,0.0227,100,2.313,3.4,BESS_100MWh,Operativo
435,2001-03-11,0.0124,100,1.247,16.8,BESS_100MWh,Operativo
436,2001-03-12,0.026,100,2.575,28.3,BESS_100MWh,Operativo
437,2001-03-13,0.0209,100,2.105,15.0,BESS_100MWh,Operativo
438,2001-03-14,0.0116,100,1.171,9.1,BESS_100MWh,Operativo
439,2001-03-15,0.0153,100,1.543,13.3,BESS_100MWh,Operativo
440,2001-03-16,0.0258,100,2.606,11.3,BESS_100MWh,Operativo
441,2001-03-17,0.0114,100,1.16,5.7,BESS_100MWh,Operativo
442,2001-03-18,0.0199,100,1.968,32.9,BESS_100MWh,Operativo
443,2001-03-19,0.0143,100,1.426,21.3,BESS_100MWh,Operativo
444,2001-03-20,0.0141,100,1.404,23.6,BESS_100MWh,Operativo
445,2001-03-21,0.0197,100,1.981,12.1,BESS_100MWh,Operativo
446,2001-03-22,0.013,100,1.302,19.5,BESS_100MWh,Operativo
447,2001-03-23,0.0201,100,1.996,26.3,BESS_100MWh,Operativo
448,2001-03-24,0.0184,100,1.852,11.0,BESS_100MWh,Operativo
449,2001-03-25,0.0214,100,2.129,25.3,BESS_100MWh,Operativo
450,2001-03-26,0.0287,100,2.867,21.4,BESS_100MWh,Operativo
451,2001-03-27,0.0174,100,1.752,12.7,BESS_100MWh,Operativo
452,2001-03-28,0.0236,100,2.368,16.8,BESS_100MWh,Operativo
453,2001-03-29,0.0169,100,1.699,14.6,BESS_100MWh,Operativo
454,2001-03-30,0.0174,100,1.75,14.2,BESS_100MWh,Operativo
455,2001-03-31,0.0223,100,2.191,36.5,BESS_100MWh,Operativo
456,2001-04-01,0.0233,100,2.329,19.0,BESS_100MWh,Operativo
457,2001-04-02,0.0259,100,2.644,0.5,BESS_100MWh,Operativo
458,2001-04-03,0.0185,100,1.835,26.7,BESS_100MWh,Operativo
459,2001-04-04,0.013,100,1.279,37.0,BESS_100MWh,Operativo
460,2001-04-05,0.0161,100,1.622,14.4,BESS_100MWh,Operativo
461,2001-04-06,0.0247,100,2.439,34.7,BESS_100MWh,Operativo
462,2001-04-07,0.018,100,1.798,18.8,BESS_100MWh,Operativo
463,2001-04-08,0.0293,100,2.929,20.2,BESS_100MWh,Operativo
464,2001-04-09,0.0131,100,1.329,6.4,BESS_100MWh,Operativo
465,2001-04-10,0.0151,100,1.526,6.9,BESS_100MWh,Operativo
466,2001-04-11,0.0122,100,1.217,20.8,BESS_100MWh,Operativo
467,2001-04-12,0.0273,100,2.695,34.0,BESS_100MWh,Operativo
468,2001-04-13,0.0194,100,1.959,11.1,BESS_100MWh,Operativo
469,2001-04-14,0.0248,100,2.492,15.5,BESS_100MWh,Operativo
470,2001-04-15,0.0204,100,2.045,17.3,BESS_100MWh,Operativo
471,2001-04-16,0.0228,100,2.27,23.8,BESS_100MWh,Operativo
472,2001-04-17,0.0301,100,2.99,26.1,BESS_100MWh,Operativo
473,2001-04-18,0.0245,100,2.481,6.8,BESS_100MWh,Operativo
474,2001-04-19,0.0151,100,1.494,31.0,BESS_100MWh,Operativo
475,2001-04-20,0.0155,100,1.558,15.3,BESS_100MWh,Operativo
476,2001-04-21,0.0102,100,1.023,17.6,BESS_100MWh,Operativo
477,2001-04-22,0.0199,100,2.006,14.5,BESS_100MWh,Operativo
478,2001-04-23,0.0294,100,2.962,13.4,BESS_100MWh,Operativo
479,2001-04-24,0.013,100,1.297,20.4,BESS_100MWh,Operativo
480,2001-04-25,0.0262,100,2.667,2.3,BESS_100MWh,Operativo
481,2001-04-26,0.0202,100,2.014,23.1,BESS_100MWh,Operativo
482,2001-04-27,0.0225,100,2.233,27.4,BESS_100MWh,Operativo
483,2001-04-28,0.025,100,2.513,14.2,BESS_100MWh,Operativo
484,2001-04-29,0.0267,100,2.681,15.0,BESS_100MWh,Operativo
485,2001-04-30,0.028,100,2.8,21.1,BESS_100MWh,Operativo
486,2001-05-01,0.0132,100,1.339,7.7,BESS_100MWh,Operativo
487,2001-05-02,0.0109,100,1.061,45.3,BESS_100MWh,Operativo
488,2001-05-03,0.0194,100,1.938,20.1,BESS_100MWh,Operativo
489,2001-05-04,0.0256,100,2.563,20.7,BESS_100MWh,Operativo
490,2001-05-05,0.0213,100,2.126,19.5,BESS_100MWh,Operativo
491,2001-05-06,0.0203,100,2.065,5.4,BESS_100MWh,Operativo
492,2001-05-07,0.0156,100,1.566,17.6,BESS_100MWh,Operativo
493,2001-05-08,0.0209,100,2.105,13.7,BESS_100MWh,Operativo
494,2001-05-09,0.0205,100,2.045,24.2,BESS_100MWh,Operativo
495,2001-05-10,0.0107,100,1.06,25.0,BESS_100MWh,Operativo
496,2001-05-11,0.0154,100,1.553,14.8,BESS_100MWh,Operativo
497,2001-05-12,0.0153,100,1.566,-2.4,BESS_100MWh,Operativo
498,2001-05-13,0.027,100,2.683,25.4,BESS_100MWh,Operativo
499,2001-05-14,0.0192,100,1.908,26.4,BESS_100MWh,Operativo
500,2001-05-15,0.0124,100,1.241,20.8,BESS_100MWh,Operativo
501,2001-05-16,0.0123,100,1.224,23.6,BESS_100MWh,Operativo
502,2001-05-17,0.0131,100,1.336,2.7,BESS_100MWh,Operativo
503,2001-05-18,0.0277,100,2.757,23.6,BESS_100MWh,Operativo
504,2001-05-19,0.0157,100,1.572,17.9,BESS_100MWh,Operativo
505,2001-05-20,0.0129,100,1.277,26.6,BESS_100MWh,Operativo
506,2001-05-21,0.0282,100,2.836,14.3,BESS_100MWh,Operativo
507,2001-05-22,0.0164,100,1.647,17.4,BESS_100MWh,Operativo
508,2001-05-23,0.0274,100,2.732,21.8,BESS_100MWh,Operativo
509,2001-05-24,0.0193,100,1.93,21.7,BESS_100MWh,Operativo
510,2001-05-25,0.0149,100,1.515,3.6,BESS_100MWh,Operativo
511,2001-05-26,0.0258,100,2.595,14.9,BESS_100MWh,Operativo
512,2001-05-27,0.0107,100,1.07,17.9,BESS_100MWh,Operativo
513,2001-05-28,0.0155,100,1.52,42.0,BESS_100MWh,Operativo
514,2001-05-29,0.0202,100,2.012,25.2,BESS_100MWh,Operativo
515,2001-05-30,0.0241,100,2.397,27.3,BESS_100MWh,Operativo
516,2001-05-31,0.0241,100,2.364,37.9,BESS_100MWh,Operativo
517,2001-06-01,0.0269,100,2.724,6.3,BESS_100MWh,Operativo
518,2001-06-02,0.027,100,2.726,9.9,BESS_100MWh,Operativo
519,2001-06-03,0.0221,100,2.214,18.6,BESS_100MWh,Operativo
520,2001-06-04,0.0156,100,1.546,26.7,BESS_100MWh,Operativo
521,2001-06-05,0.014,100,1.396,24.8,BESS_100MWh,Operativo
522,2001-06-06,0.0127,100,1.268,20.6,BESS_100MWh,Operativo
523,2001-06-07,0.0146,100,1.479,5.0,BESS_100MWh,Operativo
524,2001-06-08,0.03,100,2.999,19.8,BESS_100MWh,Operativo
525,2001-06-09,0.0179,100,1.819,5.4,BESS_100MWh,Operativo
526,2001-06-10,0.0258,100,2.592,16.9,BESS_100MWh,Operativo
527,2001-06-11,0.0191,100,1.93,9.5,BESS_100MWh,Operativo
528,2001-06-12,0.0126,100,1.259,24.8,BESS_100MWh,Operativo
529,2001-06-13,0.0212,100,2.122,20.6,BESS_100MWh,Operativo
530,2001-06-14,0.0296,100,2.998,6.8,BESS_100MWh,Operativo
531,2001-06-15,0.0188,100,1.884,20.6,BESS_100MWh,Operativo
532,2001-06-16,0.0151,100,1.518,17.8,BESS_100MWh,Operativo
533,2001-06-17,0.0291,100,2.881,28.9,BESS_100MWh,Operativo
534,2001-06-18,0.0192,100,1.933,12.9,BESS_100MWh,Operativo
535,2001-06-19,0.0175,100,1.741,26.2,BESS_100MWh,Operativo
536,2001-06-20,0.0258,100,2.577,21.5,BESS_100MWh,Operativo
537,2001-06-21,0.0172,100,1.727,17.2,BESS_100MWh,Operativo
538,2001-06-22,0.0292,100,2.892,27.8,BESS_100MWh,Operativo
539,2001-06-23,0.0205,100,2.032,27.7,BESS_100MWh,Operativo
540,2001-06-24,0.025,100,2.467,33.4,BESS_100MWh,Operativo
541,2001-06-25,0.0134,100,1.361,7.7,BESS_100MWh,Operativo
542,2001-06-26,0.0216,100,2.146,25.6,BESS_100MWh,Operativo
543,2001-06-27,0.0188,100,1.872,23.3,BESS_100MWh,Operativo
544,2001-06-28,0.0221,100,2.206,22.3,BESS_100MWh,Operativo
545,2001-06-29,0.0169,100,1.665,32.5,BESS_100MWh,Operativo
546,2001-06-30,0.014,100,1.399,17.7,BESS_100MWh,Operativo
547,2001-07-01,0.0133,100,1.303,37.3,BESS_100MWh,Operativo
548,2001-07-02,0.0278,100,2.781,19.0,BESS_100MWh,Operativo
549,2001-07-03,0.0208,100,2.136,-4.4,BESS_100MWh,Operativo
550,2001-07-04,0.016,100,1.601,19.2,BESS_100MWh,Operativo
551,2001-07-05,0.0106,100,1.067,17.2,BESS_100MWh,Operativo
552,2001-07-06,0.0252,100,2.516,21.5,BESS_100MWh,Operativo
553,2001-07-07,0.0242,100,2.428,17.6,BESS_100MWh,Operativo
554,2001-07-08,0.0286,100,2.866,18.6,BESS_100MWh,Operativo
555,2001-07-09,0.0205,100,2.028,31.5,BESS_100MWh,Operativo
556,2001-07-10,0.0153,100,1.551,5.9,BESS_100MWh,Operativo
557,2001-07-11,0.029,100,2.844,40.5,BESS_100MWh,Operativo
558,2001-07-12,0.0168,100,1.702,9.0,BESS_100MWh,Operativo
559,2001-07-13,0.0143,100,1.418,25.9,BESS_100MWh,Operativo
560,2001-07-14,0.0265,100,2.631,26.0,BESS_100MWh,Operativo
561,2001-07-15,0.0165,100,1.66,15.6,BESS_100MWh,Operativo
562,2001-07-16,0.0174,100,1.722,28.5,BESS_100MWh,Operativo
563,2001-07-17,0.0159,100,1.599,15.9,BESS_100MWh,Operativo
564,2001-07-18,0.015,100,1.501,19.4,BESS_100MWh,Operativo
565,2001-07-19,0.0152,100,1.511,24.5,BESS_100MWh,Operativo
566,2001-07-20,0.0154,100,1.526,28.2,BESS_100MWh,Operativo
567,2001-07-21,0.0173,100,1.725,21.0,BESS_100MWh,Operativo
568,2001-07-22,0.0241,100,2.399,24.6,BESS_100MWh,Operativo
569,2001-07-23,0.0291,100,2.942,9.5,BESS_100MWh,Operativo
570,2001-07-24,0.018,100,1.766,36.7,BESS_100MWh,Operativo
571,2001-07-25,0.0122,100,1.224,17.5,BESS_100MWh,Operativo
572,2001-07-26,0.0182,100,1.839,11.9,BESS_100MWh,Operativo
573,2001-07-27,0.0235,100,2.314,37.4,BESS_100MWh,Operativo
574,2001-07-28,0.012,100,1.201,17.0,BESS_100MWh,Operativo
575,2001-07-29,0.0164,100,1.632,26.8,BESS_100MWh,Operativo
576,2001-07-30,0.0114,100,1.121,39.8,BESS_100MWh,Operativo
577,2001-07-31,0.0126,100,1.263,14.4,BESS_100MWh,Operativo
578,2001-08-01,0.0173,100,1.74,17.0,BESS_100MWh,Operativo
579,2001-08-02,0.0232,100,2.341,12.2,BESS_100MWh,Operativo
580,2001-08-03,0.028,100,2.764,33.7,BESS_100MWh,Operativo
581,2001-08-04,0.0276,100,2.749,24.2,BESS_100MWh,Operativo
582,2001-08-05,0.0152,100,1.535,11.4,BESS_100MWh,Operativo
583,2001-08-06,0.0221,100,2.188,30.9,BESS_100MWh,Operativo
584,2001-08-07,0.0221,100,2.256,0.3,BESS_100MWh,Operativo
585,2001-08-08,0.0129,100,1.302,7.4,BESS_100MWh,Operativo
586,2001-08-09,0.0136,100,1.361,20.1,BESS_100MWh,Operativo
587,2001-08-10,0.0249,100,2.49,18.8,BESS_100MWh,Operativo
588,2001-08-11,0.0253,100,2.513,28.4,BESS_100MWh,Operativo
589,2001-08-12,0.0213,100,2.151,11.6,BESS_100MWh,Operativo
590,2001-08-13,0.0215,100,2.173,10.0,BESS_100MWh,Operativo
591,2001-08-14,0.0259,100,2.601,17.5,BESS_100MWh,Operativo
592,2001-08-15,0.0164,100,1.65,14.2,BESS_100MWh,Operativo
593,2001-08-16,0.0276,100,2.737,27.8,BESS_100MWh,Operativo
594,2001-08-17,0.0139,100,1.373,32.7,BESS_100MWh,Operativo
595,2001-08-18,0.0206,100,2.048,25.7,BESS_100MWh,Operativo
596,2001-08-19,0.0212,100,2.094,31.1,BESS_100MWh,Operativo
597,2001-08-20,0.0264,100,2.687,2.8,BESS_100MWh,Operativo
598,2001-08-21,0.0267,100,2.677,15.5,BESS_100MWh,Operativo
599,2001-08-22,0.0161,100,1.606,24.1,BESS_100MWh,Operativo
600,2001-08-23,0.0228,100,2.263,29.0,BESS_100MWh,Operativo
601,2001-08-24,0.0113,100,1.159,-2.9,BESS_100MWh,Operativo
602,2001-08-25,0.0284,100,2.854,15.9,BESS_100MWh,Operativo
603,2001-08-26,0.0101,100,1.025,5.2,BESS_100MWh,Operativo
604,2001-08-27,0.0266,100,2.61,37.4,BESS_100MWh,Operativo
605,2001-08-28,0.0264,100,2.669,7.8,BESS_100MWh,Operativo
606,2001-08-29,0.0141,100,1.409,18.7,BESS_100MWh,Operativo
607,2001-08-30,0.0244,100,2.448,15.4,BESS_100MWh,Operativo
608,2001-08-31,0.0175,100,1.733,31.1,BESS_100MWh,Operativo
609,2001-09-01,0.0132,100,1.336,11.8,BESS_100MWh,Operativo
610,2001-09-02,0.0241,100,2.407,23.4,BESS_100MWh,Operativo
611,2001-09-03,0.022,100,2.196,24.0,BESS_100MWh,Operativo
612,2001-09-04,0.0143,100,1.415,32.5,BESS_100MWh,Operativo
613,2001-09-05,0.0216,100,2.157,20.4,BESS_100MWh,Operativo
614,2001-09-06,0.0134,100,1.342,20.6,BESS_100MWh,Operativo
615,2001-09-07,0.012,100,1.187,30.7,BESS_100MWh,Operativo
616,2001-09-08,0.0126,100,1.261,19.1,BESS_100MWh,Operativo
617,2001-09-09,0.0167,100,1.678,17.4,BESS_100MWh,Operativo
618,2001-09-10,0.0137,100,1.375,19.1,BESS_100MWh,Operativo
619,2001-09-11,0.0251,100,2.457,43.4,BESS_100MWh,Operativo
620,2001-09-12,0.0221,100,2.231,11.0,BESS_100MWh,Operativo
621,2001-09-13,0.014,100,1.422,7.2,BESS_100MWh,Operativo
622,2001-09-14,0.0255,100,2.547,20.3,BESS_100MWh,Operativo
623,2001-09-15,0.0142,100,1.42,21.5,BESS_100MWh,Operativo
624,2001-09-16,0.0213,100,2.107,31.4,BESS_100MWh,Operativo
625,2001-09-17,0.0296,100,2.95,22.0,BESS_100MWh,Operativo
626,2001-09-18,0.0113,100,1.136,10.3,BESS_100MWh,Operativo
627,2001-09-19,0.0296,100,2.98,13.0,BESS_100MWh,Operativo
628,2001-09-20,0.0158,100,1.572,22.2,BESS_100MWh,Operativo
629,2001-09-21,0.0278,100,2.782,17.9,BESS_100MWh,Operativo
630,2001-09-22,0.02,100,2.01,16.1,BESS_100MWh,Operativo
631,2001-09-23,0.0298,100,2.965,26.2,BESS_100MWh,Operativo
632,2001-09-24,0.0168,100,1.686,13.8,BESS_100MWh,Operativo
633,2001-09-25,0.0102,100,1.019,19.5,BESS_100MWh,Operativo
634,2001-09-26,0.0199,100,1.96,35.1,BESS_100MWh,Operativo
635,2001-09-27,0.0238,100,2.347,33.2,BESS_100MWh,Operativo
636,2001-09-28,0.0167,100,1.651,32.7,BESS_100MWh,Operativo
637,2001-09-29,0.0213,100,2.161,5.8,BESS_100MWh,Operativo
638,2001-09-30,0.0114,100,1.15,14.9,BESS_100MWh,Operativo
639,2001-10-01,0.027,100,2.716,15.0,BESS_100MWh,Operativo
640,2001-10-02,0.026,100,2.624,10.9,BESS_100MWh,Operativo
641,2001-10-03,0.0261,100,2.567,37.9,BESS_100MWh,Operativo
642,2001-10-04,0.0147,100,1.477,13.9,BESS_100MWh,Operativo
643,2001-10-05,0.0284,100,2.86,13.5,BESS_100MWh,Operativo
644,2001-10-06,0.0223,100,2.227,21.9,BESS_100MWh,Operativo
645,2001-10-07,0.0184,100,1.844,16.4,BESS_100MWh,Operativo
646,2001-10-08,0.0275,100,2.748,19.2,BESS_100MWh,Operativo
647,2001-10-09,0.0272,100,2.715,21.4,BESS_100MWh,Operativo
648,2001-10-10,0.0224,100,2.244,18.5,BESS_100MWh,Operativo
649,2001-10-11,0.0197,100,1.971,20.9,BESS_100MWh,Operativo
650,2001-10-12,0.0268,100,2.667,24.8,BESS_100MWh,Operativo
651,2001-10-13,0.0146,100,1.464,20.3,BESS_100MWh,Operativo
652,2001-10-14,0.0269,100,2.684,22.5,BESS_100MWh,Operativo
653,2001-10-15,0.0239,100,2.37,27.0,BESS_100MWh,Operativo
654,2001-10-16,0.0127,100,1.266,19.8,BESS_100MWh,Operativo
655,2001-10-17,0.02,100,2.004,18.3,BESS_100MWh,Operativo
656,2001-10-18,0.0182,100,1.814,21.1,BESS_100MWh,Operativo
657,2001-10-19,0.0208,100,2.072,23.1,BESS_100MWh,Operativo
658,2001-10-20,0.0246,100,2.478,12.3,BESS_100MWh,Operativo
659,2001-10-21,0.0228,100,2.279,19.5,BESS_100MWh,Operativo
660,2001-10-22,0.0216,100,2.13,34.3,BESS_100MWh,Operativo
661,2001-10-23,0.0277,100,2.814,4.0,BESS_100MWh,Operativo
662,2001-10-24,0.019,100,1.895,23.8,BESS_100MWh,Operativo
663,2001-10-25,0.0195,100,1.97,9.0,BESS_100MWh,Operativo
664,2001-10-26,0.0272,100,2.68,33.5,BESS_100MWh,Operativo
665,2001-10-27,0.021,100,2.072,35.7,BESS_100MWh,Operativo
666,2001-10-28,0.0117,100,1.164,22.8,BESS_100MWh,Operativo
667,2001-10-29,0.0276,100,2.776,14.2,BESS_100MWh,Operativo
668,2001-10-30,0.0117,100,1.183,9.5,BESS_100MWh,Operativo
669,2001-10-31,0.0192,100,1.942,8.7,BESS_100MWh,Operativo
670,2001-11-01,0.0134,100,1.353,13.5,BESS_100MWh,Operativo
671,2001-11-02,0.0128,100,1.28,19.1,BESS_100MWh,Operativo
672,2001-11-03,0.0285,100,2.837,24.3,BESS_100MWh,Operativo
673,2001-11-04,0.0181,100,1.799,27.1,BESS_100MWh,Operativo
674,2001-11-05,0.0134,100,1.324,30.0,BESS_100MWh,Operativo
675,2001-11-06,0.0193,100,1.936,17.6,BESS_100MWh,Operativo
676,2001-11-07,0.0155,100,1.565,10.3,BESS_100MWh,Operativo
677,2001-11-08,0.0224,100,2.235,23.4,BESS_100MWh,Operativo
678,2001-11-09,0.011,100,1.096,22.0,BESS_100MWh,Operativo
679,2001-11-10,0.025,100,2.486,27.3,BESS_100MWh,Operativo
680,2001-11-11,0.0126,100,1.259,22.7,BESS_100MWh,Operativo
681,2001-11-12,0.02,100,1.968,37.1,BESS_100MWh,Operativo
682,2001-11-13,0.0294,100,2.94,19.5,BESS_100MWh,Operativo
683,2001-11-14,0.0102,100,1.026,16.5,BESS_100MWh,Operativo
684,2001-11-15,0.0185,100,1.844,21.2,BESS_100MWh,Operativo
685,2001-11-16,0.0273,100,2.699,31.5,BESS_100MWh,Operativo
686,2001-11-17,0.0229,100,2.284,22.1,BESS_100MWh,Operativo
687,2001-11-18,0.0283,100,2.811,26.7,BESS_100MWh,Operativo
688,2001-11-19,0.0251,100,2.487,28.8,BESS_100MWh,Operativo
689,2001-11-20,0.0213,100,2.132,18.8,BESS_100MWh,Operativo
690,2001-11-21,0.0115,100,1.132,31.8,BESS_100MWh,Operativo
691,2001-11-22,0.0248,100,2.499,13.8,BESS_100MWh,Operativo
692,2001-11-23,0.0151,100,1.5,24.1,BESS_100MWh,Operativo
693,2001-11-24,0.0151,100,1.49,33.1,BESS_100MWh,Operativo
694,2001-11-25,0.0126,100,1.238,40.9,BESS_100MWh,Operativo
695,2001-11-26,0.0188,100,1.878,19.9,BESS_100MWh,Operativo
696,2001-11-27,0.0112,100,1.125,12.3,BESS_100MWh,Operativo
697,2001-11-28,0.0294,100,2.903,33.0,BESS_100MWh,Operativo
698,2001-11-29,0.0183,100,1.824,26.0,BESS_100MWh,Operativo
699,2001-11-30,0.0288,100,2.899,12.8,BESS_100MWh,Operativo
700,2001-12-01,0.0126,100,1.242,30.6,BESS_100MWh,Operativo
701,2001-12-02,0.0195,100,1.92,35.5,BESS_100MWh,Operativo
702,2001-12-03,0.0295,100,2.881,44.7,BESS_100MWh,Operativo
703,2001-12-04,0.0243,100,2.389,38.1,BESS_100MWh,Operativo
704,2001-12-05,0.0169,100,1.696,17.0,BESS_100MWh,Operativo
705,2001-12-06,0.0261,100,2.599,24.8,BESS_100MWh,Operativo
706,2001-12-07,0.015,100,1.511,10.4,BESS_100MWh,Operativo
707,2001-12-08,0.0193,100,1.925,24.9,BESS_100MWh,Operativo
708,2001-12-09,0.0222,100,2.209,24.0,BESS_100MWh,Operativo
709,2001-12-10,0.019,100,1.903,20.8,BESS_100MWh,Operativo
710,2001-12-11,0.0242,100,2.422,18.6,BESS_100MWh,Operativo
711,2001-12-12,0.0146,100,1.472,11.0,BESS_100MWh,Operativo
712,2001-12-13,0.0237,100,2.35,27.6,BESS_100MWh,Operativo
713,2001-12-14,0.0129,100,1.295,18.1,BESS_100MWh,Operativo
714,2001-12-15,0.0222,100,2.206,27.8,BESS_100MWh,Operativo
715,2001-12-16,0.014,100,1.413,10.2,BESS_100MWh,Operativo
716,2001-12-17,0.0206,100,2.074,13.5,BESS_100MWh,Operativo
717,2001-12-18,0.0293,100,2.916,23.7,BESS_100MWh,Operativo
718,2001-12-19,0.0138,100,1.369,27.5,BESS_100MWh,Operativo
719,2001-12-20,0.0273,100,2.761,10.0,BESS_100MWh,Operativo
720,2001-12-21,0.0204,100,2.001,42.0,BESS_100MWh,Operativo
721,2001-12-22,0.0292,100,2.928,16.8,BESS_100MWh,Operativo
722,2001-12-23,0.0294,100,2.932,22.1,BESS_100MWh,Operativo
723,2001-12-24,0.0198,100,1.991,14.3,BESS_100MWh,Operativo
724,2001-12-25,0.0166,100,1.633,36.8,BESS_100MWh,Operativo
725,2001-12-26,0.0215,100,2.14,22.9,BESS_100MWh,Operativo
726,2001-12-27,0.0232,100,2.306,28.1,BESS_100MWh,Operativo
727,2001-12-28,0.0164,100,1.633,26.3,BESS_100MWh,Operativo
728,2001-12-29,0.0128,100,1.292,6.9,BESS_100MWh,Operativo
729,2001-12-30,0.0191,100,1.893,28.4,BESS_100MWh,Operativo
730,2001-12-31,0.0205,100,2.07,9.8,BESS_100MWh,Operativo
731,2002-01-01,0.0123,100,1.201,40.7,BESS_100MWh,Operativo
732,2002-01-02,0.016,100,1.581,32.2,BESS_100MWh,Operativo
